locationid;sessionid;groupid;recordid;start_time;end_time;latitude;longitude;language;survey_version;ssi01;ssi02;ssi03;ssi04;pleasant;chaotic;vibrant;uneventful;calm;annoying;eventful;monotonous;sss01;sss02;sss03;sss04;sss05;who01;who02;who03;who04;who05;who_sum;age00;gen00;edu00;eth00;occ00;eth00_other;occ00_other;misc03;misc03_other;misc01;use00;uni00;recordinglength;lzeq_l;lzeq_min;lzeq_max;lzeq_l5;lzeq_l10;lzeq_l50;lzeq_l90;lzeq_l95;lceq_l(c);lceq_min(c);lceq_max(c);lceq_l5(c);lceq_l10(c);lceq_l50(c);lceq_l90(c);lceq_l95(c);laeq_l(a);laeq_min(a);laeq_max(a);laeq_l5(a);laeq_l10(a);laeq_l50(a);laeq_l90(a);laeq_l95(a);n_n5;n_min;n_max;n_n10;n_n50;n_n90;n_n95;s_s;s_min;s_max;s_s5;s_s10;s_s50;s_s90;s_s95;r_r;r_min;r_max;r_r5;r_r10;r_r50;r_r90;r_r95;t_tonalityhms;t_min;t_max;t_t5;t_t10;t_t50;t_t90;t_t95;fs_f;fs_min;fs_max;fs_f5;fs_f10;fs_f50;fs_f90;fs_f95;i_i;i_min;i_max;i_i5;i_i10;i_i50;i_i90;i_i95;sil4_sil(rms);sil4_sil(av);sil4_min;sil4_max;sil4_sil5;sil4_sil10;sil4_sil50;sil4_sil90;sil4_sil95;ra_cp;ra_min;ra_max;ra_cp5;ra_cp10;ra_cp50;ra_cp90;ra_cp95;thd_thd;thd_min;thd_max;thd_l5;thd_l10;thd_l50;thd_l90;thd_l95;ISOPleasant;ISOEventful
CarloV;CarloV2;2CV25;10184;2019-05-16 19:12:00;2019-05-16 19:22:00;37,17685;-3,590392;spa;spaSSIDv1;2,0;1,0;5,0;4,0;3,0;4,0;3,0;1,0;3,0;3,0;4,0;3,0;3,0;2,0;3,0;1,0;3,0;4,0;4,0;3,0;1,0;3,0;60,0;33,0;Female;UniversityGraduate;White;Employed;;;Tourist;;;;;30,65;68,72;56,78;79,37;75,19;73,09;64,59;59,64;59,06;62,25;54,99;71,45;66,75;65,71;60,05;57,65;57,31;58,39;49,75;67,68;63,51;61,8;56,25;52,5;51,87;13,3;0,0;17,3;12,4;9,2;7,41;7,03;1,62;0,0;2,42;1,9;1,81;1,59;1,45;1,42;0,0277;0,0124;0,0996;0,0422;0,0384;0,0265;0,0188;0,0175;0,233;0,0;1,49;0,684;0,496;0,164;0,0619;0,0439;0,0318;0,01;0,0806;0,0723;0,0614;0,0248;0,014;0,0122;0,395;0,201;1,0;0,605;0,559;0,367;0,279;0,262;49,53;48,1;42,13;57,32;53,14;51,94;47,7;44,49;43,95;12,3;0,636;61,9;26,2;21,8;10,6;5,02;4,02;-0,49;-17,56;65,25;31,99;21,53;0,19;-15,4;-16,23;-0,07322330470336312;0,38388347648318455
CarloV;CarloV2;2CV31;10182;2019-05-16 18:41:00;2019-05-16 18:45:00;37,17685;-3,590392;spa;spaSSIDv1;1,0;1,0;3,0;3,0;5,0;2,0;4,0;4,0;4,0;4,0;3,0;3,0;3,0;4,0;3,0;1,0;4,0;5,0;5,0;5,0;5,0;5,0;100,0;35,0;Female;UniversityGraduate;MixedMultipleEthnicGroups;Employed;;;Tourist;;;;;30,39;64,92;56,02;76,78;70,2;68,23;62,82;59,26;58,12;60,59;54,55;65,95;63,26;62,68;60,36;57,29;56,59;57,44;50,42;64,31;60,83;59,92;57,06;53,4;52,36;12,5;0,0;18,9;11,6;9,58;7,76;7,22;1,72;0,0;3,02;2,1;1,96;1,68;1,53;1,5;0,0286;0,0137;0,0596;0,0433;0,0385;0,0277;0,0202;0,0184;0,186;0,0;1,77;0,571;0,385;0,121;0,0367;0,0268;0,0171;0,00816;0,0479;0,0304;0,0261;0,016;0,0113;0,00919;0,389;0,19;0,979;0,667;0,546;0,353;0,267;0,253;49,82;48,53;42,59;57,78;52,89;51,75;48,6;45,36;44,51;10,2;0,804;56,8;20,3;16,9;9,06;4,88;3,97;-0,91;-15,9;60,93;33,05;23,28;1,44;-12,32;-13,7;0,3232233047033629;-0,17677669529663692
CarloV;CarloV2;2CV31;10183;2019-05-16 18:41:00;2019-05-16 18:45:00;37,17685;-3,590392;spa;spaSSIDv1;1,0;1,0;4,0;3,0;3,0;2,0;2,0;1,0;2,0;3,0;4,0;1,0;3,0;3,0;4,0;1,0;2,0;5,0;5,0;5,0;5,0;5,0;100,0;34,0;Male;UniversityGraduate;White;Employed;;;Tourist;;;;;30,39;64,92;56,02;76,78;70,2;68,23;62,82;59,26;58,12;60,59;54,55;65,95;63,26;62,68;60,36;57,29;56,59;57,44;50,42;64,31;60,83;59,92;57,06;53,4;52,36;12,5;0,0;18,9;11,6;9,58;7,76;7,22;1,72;0,0;3,02;2,1;1,96;1,68;1,53;1,5;0,0286;0,0137;0,0596;0,0433;0,0385;0,0277;0,0202;0,0184;0,186;0,0;1,77;0,571;0,385;0,121;0,0367;0,0268;0,0171;0,00816;0,0479;0,0304;0,0261;0,016;0,0113;0,00919;0,389;0,19;0,979;0,667;0,546;0,353;0,267;0,253;49,82;48,53;42,59;57,78;52,89;51,75;48,6;45,36;44,51;10,2;0,804;56,8;20,3;16,9;9,06;4,88;3,97;-0,91;-15,9;60,93;33,05;23,28;1,44;-12,32;-13,7;0,07322330470336302;0,38388347648318444
CarloV;CarloV2;2CV33;10198;2019-05-16 19:14:00;2019-05-16 19:24:00;37,17685;-3,590392;spa;spaSSIDv1;1,0;1,0;3,0;4,0;5,0;1,0;1,0;1,0;5,0;1,0;3,0;3,0;4,0;4,0;3,0;3,0;5,0;2,0;2,0;2,0;3,0;4,0;52,0;21,0;Female;UniversityGraduate;White;Student;;;Local;;;;;30,67;69,48;54,62;82,98;75,14;74,12;65,01;58,35;57,44;64,76;53,12;71,98;70,37;69,09;62,31;57,03;56,03;57,87;47,94;68,66;62,37;60,97;56,44;51,78;50,91;13,1;0,0;18,1;12,1;9,4;7,0;6,48;1,82;0,0;2,96;2,29;2,18;1,8;1,56;1,49;0,0303;0,0113;0,126;0,0588;0,0454;0,0265;0,0179;0,016;0,202;0,0;1,6;0,518;0,408;0,141;0,034;0,0229;0,0364;0,0145;0,0943;0,061;0,0525;0,0339;0,0187;0,0173;0,409;0,201;1,43;0,616;0,531;0,399;0,291;0,27;50,48;48,61;41,33;57,7;54,02;52,96;48,71;44,36;43,62;14,7;0,925;53,5;29,6;25,5;13,1;6,1;4,72;-2,57;-14,48;66,2;30,84;23,28;2,2;-10,93;-11,92;0,5606601717798213;-0,23223304703363135
CarloV;CarloV2;2CV34;10187;2019-05-16 19:19:00;2019-05-16 19:29:00;37,17685;-3,590392;spa;spaSSIDv1;1,0;2,0;5,0;5,0;4,0;4,0;3,0;3,0;3,0;2,0;3,0;2,0;4,0;3,0;2,0;3,0;5,0;4,0;4,0;3,0;2,0;3,0;64,0;23,0;Female;UniversityGraduate;White;Student;;;Local;;;;;35,29;70,0;60,87;82,53;73,58;71,68;68,27;65,24;64,5;68,2;59,37;74,69;71,51;70,79;67,55;64,25;63,58;65,6;55,73;72,69;69,39;68,6;64,63;60,98;60,31;20,9;0,0;28,0;19,6;15,4;12,4;11,7;2,0;0,0;3,13;2,38;2,25;1,98;1,77;1,7;0,0359;0,0155;0,089;0,0567;0,0502;0,0342;0,0246;0,0222;0,289;0,0;1,69;0,74;0,539;0,231;0,0925;0,0674;0,0475;0,0208;0,0978;0,0741;0,0641;0,0475;0,0289;0,0255;0,427;0,149;1,12;0,701;0,615;0,408;0,296;0,274;57,58;56,35;48,84;65,26;60,96;60,17;56,3;52,89;52,19;18,4;2,03;68,3;34,9;29,9;16,9;9,18;7,55;-0,14;-1,48;62,04;38,51;31,02;12,82;4,68;3,03;0,20710678118654743;0,14644660940672624
CarloV;CarloV2;2CV34;10188;2019-05-16 19:19:00;2019-05-16 19:29:00;37,17685;-3,590392;spa;spaSSIDv1;1,0;2,0;5,0;5,0;5,0;1,0;3,0;3,0;5,0;1,0;3,0;3,0;4,0;5,0;1,0;4,0;5,0;4,0;3,0;4,0;3,0;4,0;72,0;28,0;Male;PostgraduateDegree;White;Employed;;;Local;;;;;35,29;70,0;60,87;82,53;73,58;71,68;68,27;65,24;64,5;68,2;59,37;74,69;71,51;70,79;67,55;64,25;63,58;65,6;55,73;72,69;69,39;68,6;64,63;60,98;60,31;20,9;0,0;28,0;19,6;15,4;12,4;11,7;2,0;0,0;3,13;2,38;2,25;1,98;1,77;1,7;0,0359;0,0155;0,089;0,0567;0,0502;0,0342;0,0246;0,0222;0,289;0,0;1,69;0,74;0,539;0,231;0,0925;0,0674;0,0475;0,0208;0,0978;0,0741;0,0641;0,0475;0,0289;0,0255;0,427;0,149;1,12;0,701;0,615;0,408;0,296;0,274;57,58;56,35;48,84;65,26;60,96;60,17;56,3;52,89;52,19;18,4;2,03;68,3;34,9;29,9;16,9;9,18;7,55;-0,14;-1,48;62,04;38,51;31,02;12,82;4,68;3,03;0,7071067811865476;-0,29289321881345265
CarloV;CarloV2;2CV34;10189;2019-05-16 19:19:00;2019-05-16 19:29:00;37,17685;-3,590392;spa;spaSSIDv1;1,0;1,0;3,0;3,0;4,0;2,0;3,0;2,0;4,0;2,0;3,0;2,0;5,0;3,0;3,0;3,0;5,0;3,0;3,0;3,0;3,0;3,0;60,0;31,0;Male;UniversityGraduate;MixedMultipleEthnicGroups;Employed;;;Tourist;;;;;35,29;70,0;60,87;82,53;73,58;71,68;68,27;65,24;64,5;68,2;59,37;74,69;71,51;70,79;67,55;64,25;63,58;65,6;55,73;72,69;69,39;68,6;64,63;60,98;60,31;20,9;0,0;28,0;19,6;15,4;12,4;11,7;2,0;0,0;3,13;2,38;2,25;1,98;1,77;1,7;0,0359;0,0155;0,089;0,0567;0,0502;0,0342;0,0246;0,0222;0,289;0,0;1,69;0,74;0,539;0,231;0,0925;0,0674;0,0475;0,0208;0,0978;0,0741;0,0641;0,0475;0,0289;0,0255;0,427;0,149;1,12;0,701;0,615;0,408;0,296;0,274;57,58;56,35;48,84;65,26;60,96;60,17;56,3;52,89;52,19;18,4;2,03;68,3;34,9;29,9;16,9;9,18;7,55;-0,14;-1,48;62,04;38,51;31,02;12,82;4,68;3,03;0,42677669529663687;0,030330085889910607
CarloV;CarloV2;2CV34;10190;2019-05-16 19:19:00;2019-05-16 19:29:00;37,17685;-3,590392;spa;spaSSIDv1;1,0;1,0;3,0;3,0;5,0;3,0;3,0;3,0;5,0;1,0;5,0;3,0;5,0;3,0;1,0;3,0;3,0;5,0;5,0;5,0;5,0;5,0;100,0;31,0;Male;UniversityGraduate;White;Employed;;;Tourist;;;;;35,29;70,0;60,87;82,53;73,58;71,68;68,27;65,24;64,5;68,2;59,37;74,69;71,51;70,79;67,55;64,25;63,58;65,6;55,73;72,69;69,39;68,6;64,63;60,98;60,31;20,9;0,0;28,0;19,6;15,4;12,4;11,7;2,0;0,0;3,13;2,38;2,25;1,98;1,77;1,7;0,0359;0,0155;0,089;0,0567;0,0502;0,0342;0,0246;0,0222;0,289;0,0;1,69;0,74;0,539;0,231;0,0925;0,0674;0,0475;0,0208;0,0978;0,0741;0,0641;0,0475;0,0289;0,0255;0,427;0,149;1,12;0,701;0,615;0,408;0,296;0,274;57,58;56,35;48,84;65,26;60,96;60,17;56,3;52,89;52,19;18,4;2,03;68,3;34,9;29,9;16,9;9,18;7,55;-0,14;-1,48;62,04;38,51;31,02;12,82;4,68;3,03;0,5606601717798212;0,06066017177982121
CarloV;CarloV2;2CV34;10191;2019-05-16 19:19:00;2019-05-16 19:29:00;37,17685;-3,590392;spa;spaSSIDv1;1,0;1,0;5,0;4,0;4,0;4,0;1,0;1,0;2,0;3,0;4,0;1,0;4,0;4,0;3,0;5,0;4,0;4,0;4,0;2,0;3,0;4,0;68,0;41,0;Male;UniversityGraduate;White;Employed;;;Local;;;;;35,29;70,0;60,87;82,53;73,58;71,68;68,27;65,24;64,5;68,2;59,37;74,69;71,51;70,79;67,55;64,25;63,58;65,6;55,73;72,69;69,39;68,6;64,63;60,98;60,31;20,9;0,0;28,0;19,6;15,4;12,4;11,7;2,0;0,0;3,13;2,38;2,25;1,98;1,77;1,7;0,0359;0,0155;0,089;0,0567;0,0502;0,0342;0,0246;0,0222;0,289;0,0;1,69;0,74;0,539;0,231;0,0925;0,0674;0,0475;0,0208;0,0978;0,0741;0,0641;0,0475;0,0289;0,0255;0,427;0,149;1,12;0,701;0,615;0,408;0,296;0,274;57,58;56,35;48,84;65,26;60,96;60,17;56,3;52,89;52,19;18,4;2,03;68,3;34,9;29,9;16,9;9,18;7,55;-0,14;-1,48;62,04;38,51;31,02;12,82;4,68;3,03;-0,04289321881345246;0,45710678118654763
CarloV;CarloV2;2CV41;10177;2019-05-16 18:42:00;2019-05-16 18:52:00;37,17685;-3,590392;spa;spaSSIDv1;1,0;1,0;4,0;4,0;5,0;2,0;3,0;2,0;5,0;1,0;4,0;1,0;5,0;5,0;1,0;3,0;3,0;3,0;3,0;3,0;3,0;4,0;64,0;56,0;Male;PostgraduateDegree;White;Employed;;;Local;;;;;31,07;65,82;55,56;79,55;73,22;68,42;60,17;57,13;56,71;60,0;53,5;72,82;66,36;62,35;56,32;54,74;54,4;52,68;47,39;59,97;56,87;54,79;51,78;49,35;48,93;8,39;0,0;12,2;7,91;6,69;5,72;5,53;1,42;0,0;2,2;1,75;1,65;1,38;1,24;1,22;0,0249;0,0114;0,0551;0,0365;0,0327;0,0242;0,0176;0,0161;0,227;0,0;1,55;0,805;0,516;0,115;0,0342;0,0241;0,0137;0,00774;0,0411;0,0239;0,0208;0,0119;0,00881;0,00849;0,372;0,209;1,11;0,524;0,479;0,357;0,282;0,263;44,2;43,24;38,98;50,31;46,76;45,82;43,25;40,76;40,17;7,92;0,0643;36,9;15,2;13,2;7,27;3,49;2,82;-1,78;-20,98;60,42;26,3;17,12;-10,15;-19,03;-19,51;0,7803300858899106;0,13388347648318438
CarloV;CarloV2;2CV51;10174;2019-05-16 18:48:00;2019-05-16 18:58:00;37,17685;-3,590392;spa;spaSSIDv1;1,0;1,0;3,0;4,0;5,0;1,0;1,0;3,0;5,0;2,0;4,0;2,0;5,0;5,0;3,0;3,0;3,0;4,0;4,0;5,0;4,0;4,0;84,0;43,0;Male;TradeTechVocation;White;Retired;;;Tourist;;Musica relajante en zonas de cola;;;29,0;71,86;58,82;82,56;77,69;75,4;69,11;62,19;61,19;63,88;55,05;74,9;68,65;66,7;61,69;57,67;57,05;54,27;47,2;64,98;58,88;57,62;52,29;49,37;49,0;10,3;0,0;19,2;9,52;7,18;5,95;5,7;1,51;0,0;2,53;1,94;1,81;1,47;1,26;1,23;0,0261;0,0124;0,116;0,0387;0,0345;0,0248;0,0184;0,0164;0,145;0,0;1,01;0,424;0,281;0,0957;0,023;0,0137;0,0345;0,00963;0,104;0,0818;0,0752;0,0219;0,014;0,0123;0,419;0,23;1,95;0,698;0,595;0,38;0,294;0,278;46,12;43,97;38,5;57,77;49,21;48,04;43,52;40,65;40,19;11,3;0,598;82,4;28,0;21,9;9,01;4,1;3,22;-2,86;-16,27;68,15;28,74;19,7;0,32;-14,28;-14,9;0,5303300858899106;-0,2625631329235419
CarloV;CarloV2;2CV61;10180;2019-05-16 18:54:00;2019-05-16 19:04:00;37,17685;-3,590392;spa;spaSSIDv1;1,0;2,0;5,0;5,0;5,0;1,0;3,0;1,0;5,0;1,0;5,0;1,0;4,0;5,0;2,0;1,0;3,0;3,0;3,0;;4,0;4,0;56,0;35,0;Female;UniversityGraduate;MixedMultipleEthnicGroups;Employed;;;Tourist;;;;;30,67;71,26;58,36;81,69;77,46;74,53;67,96;63,58;62,66;69,84;57,15;81,68;76,12;72,22;65,58;62,15;61,64;67,77;52,93;80,38;73,85;69,97;61,99;58,26;57,72;25,5;0,0;40,4;21,2;12,8;9,99;9,44;1,89;0,0;2,98;2,36;2,26;1,86;1,59;1,54;0,0349;0,0132;0,14;0,0612;0,0489;0,0313;0,0214;0,0197;0,336;0,0;1,77;0,834;0,652;0,267;0,0878;0,0574;0,0547;0,0201;0,131;0,0973;0,0865;0,0518;0,0262;0,0224;0,422;0,131;1,05;0,632;0,564;0,405;0,297;0,272;59,83;54,96;45,59;71,59;65,25;61,87;53,38;49,86;49,21;18,1;2,03;83,2;37,4;30,8;15,9;8,04;6,41;-0,33;-12,46;63,07;40,3;36,48;6,17;-8,62;-9,86;0,8535533905932738;0,2677669529663688
CarloV;CarloV2;2CV61;10181;2019-05-16 18:54:00;2019-05-16 19:04:00;37,17685;-3,590392;spa;spaSSIDv1;1,0;2,0;5,0;5,0;5,0;1,0;3,0;1,0;5,0;1,0;5,0;1,0;4,0;5,0;2,0;1,0;3,0;;;;;;0,0;53,0;Male;UniversityGraduate;White;Employed;;;Tourist;;;;;30,67;71,26;58,36;81,69;77,46;74,53;67,96;63,58;62,66;69,84;57,15;81,68;76,12;72,22;65,58;62,15;61,64;67,77;52,93;80,38;73,85;69,97;61,99;58,26;57,72;25,5;0,0;40,4;21,2;12,8;9,99;9,44;1,89;0,0;2,98;2,36;2,26;1,86;1,59;1,54;0,0349;0,0132;0,14;0,0612;0,0489;0,0313;0,0214;0,0197;0,336;0,0;1,77;0,834;0,652;0,267;0,0878;0,0574;0,0547;0,0201;0,131;0,0973;0,0865;0,0518;0,0262;0,0224;0,422;0,131;1,05;0,632;0,564;0,405;0,297;0,272;59,83;54,96;45,59;71,59;65,25;61,87;53,38;49,86;49,21;18,1;2,03;83,2;37,4;30,8;15,9;8,04;6,41;-0,33;-12,46;63,07;40,3;36,48;6,17;-8,62;-9,86;0,8535533905932738;0,2677669529663688
CarloV;CarloV2;2CV62;10168;2019-05-16 19:20:00;2019-05-16 19:30:00;37,17685;-3,590392;spa;spaSSIDv1;1,0;2,0;5,0;4,0;3,0;5,0;4,0;4,0;5,0;4,0;3,0;3,0;4,0;3,0;4,0;1,0;2,0;4,0;4,0;4,0;4,0;4,0;80,0;21,0;Female;HighSchoolGraduate;White;Student;;;Other;Student;;;;30,77;76,46;61,27;89,8;83,03;81,31;68,85;64,31;63,31;69,71;59,28;81,8;75,48;73,23;66,54;62,81;62,08;65,35;54,24;73,93;70,73;69,2;62,95;58,94;57,78;21,3;0,0;29,3;19,4;13,6;10,3;9,66;1,89;0,0;2,94;2,35;2,24;1,85;1,62;1,56;0,032;0,0146;0,0874;0,0487;0,0447;0,0308;0,0218;0,0199;0,347;0,0;2,42;0,959;0,704;0,256;0,0913;0,0607;0,0459;0,0175;0,0899;0,0816;0,07;0,0457;0,0249;0,022;0,473;0,122;1,17;0,801;0,71;0,446;0,306;0,274;57,06;54,8;45,17;65,1;61,88;60,0;54,21;49,95;48,98;18,8;1,9;59,6;35,3;30,6;17,4;8,88;7,33;-1,22;-9,39;72,49;38,63;30,3;10,19;-5,72;-6,94;-0,030330085889910836;-0,030330085889910607
CarloV;CarloV2;2CV62;10169;2019-05-16 19:20:00;2019-05-16 19:30:00;37,17685;-3,590392;spa;spaSSIDv1;1,0;1,0;2,0;3,0;4,0;3,0;4,0;4,0;5,0;3,0;4,0;1,0;4,0;5,0;2,0;5,0;5,0;5,0;5,0;5,0;5,0;4,0;96,0;45,0;Male;UniversityGraduate;White;Employed;;;Local;;No es lo mismo en la manana que al final del dia;;;30,77;76,46;61,27;89,8;83,03;81,31;68,85;64,31;63,31;69,71;59,28;81,8;75,48;73,23;66,54;62,81;62,08;65,35;54,24;73,93;70,73;69,2;62,95;58,94;57,78;21,3;0,0;29,3;19,4;13,6;10,3;9,66;1,89;0,0;2,94;2,35;2,24;1,85;1,62;1,56;0,032;0,0146;0,0874;0,0487;0,0447;0,0308;0,0218;0,0199;0,347;0,0;2,42;0,959;0,704;0,256;0,0913;0,0607;0,0459;0,0175;0,0899;0,0816;0,07;0,0457;0,0249;0,022;0,473;0,122;1,17;0,801;0,71;0,446;0,306;0,274;57,06;54,8;45,17;65,1;61,88;60,0;54,21;49,95;48,98;18,8;1,9;59,6;35,3;30,6;17,4;8,88;7,33;-1,22;-9,39;72,49;38,63;30,3;10,19;-5,72;-6,94;0,46966991411008924;0,07322330470336316
CarloV;CarloV2;2CV62;10171;2019-05-16 19:20:00;2019-05-16 19:30:00;37,17685;-3,590392;spa;spaSSIDv1;1,0;1,0;2,0;5,0;5,0;1,0;5,0;5,0;5,0;1,0;5,0;5,0;5,0;5,0;3,0;1,0;5,0;5,0;5,0;5,0;5,0;5,0;100,0;21,0;Female;SomeCollege;White;Student;;;;;Great!;;;30,77;76,46;61,27;89,8;83,03;81,31;68,85;64,31;63,31;69,71;59,28;81,8;75,48;73,23;66,54;62,81;62,08;65,35;54,24;73,93;70,73;69,2;62,95;58,94;57,78;21,3;0,0;29,3;19,4;13,6;10,3;9,66;1,89;0,0;2,94;2,35;2,24;1,85;1,62;1,56;0,032;0,0146;0,0874;0,0487;0,0447;0,0308;0,0218;0,0199;0,347;0,0;2,42;0,959;0,704;0,256;0,0913;0,0607;0,0459;0,0175;0,0899;0,0816;0,07;0,0457;0,0249;0,022;0,473;0,122;1,17;0,801;0,71;0,446;0,306;0,274;57,06;54,8;45,17;65,1;61,88;60,0;54,21;49,95;48,98;18,8;1,9;59,6;35,3;30,6;17,4;8,88;7,33;-1,22;-9,39;72,49;38,63;30,3;10,19;-5,72;-6,94;0,7071067811865474;-0,2928932188134525
CarloV;CarloV2;2CV62;10172;2019-05-16 19:20:00;2019-05-16 19:30:00;37,17685;-3,590392;spa;spaSSIDv1;1,0;1,0;4,0;4,0;4,0;2,0;3,0;4,0;5,0;2,0;3,0;2,0;4,0;4,0;2,0;4,0;5,0;4,0;3,0;3,0;2,0;4,0;64,0;27,0;Male;UniversityGraduate;White;Employed;;;Local;;;;;30,77;76,46;61,27;89,8;83,03;81,31;68,85;64,31;63,31;69,71;59,28;81,8;75,48;73,23;66,54;62,81;62,08;65,35;54,24;73,93;70,73;69,2;62,95;58,94;57,78;21,3;0,0;29,3;19,4;13,6;10,3;9,66;1,89;0,0;2,94;2,35;2,24;1,85;1,62;1,56;0,032;0,0146;0,0874;0,0487;0,0447;0,0308;0,0218;0,0199;0,347;0,0;2,42;0,959;0,704;0,256;0,0913;0,0607;0,0459;0,0175;0,0899;0,0816;0,07;0,0457;0,0249;0,022;0,473;0,122;1,17;0,801;0,71;0,446;0,306;0,274;57,06;54,8;45,17;65,1;61,88;60,0;54,21;49,95;48,98;18,8;1,9;59,6;35,3;30,6;17,4;8,88;7,33;-1,22;-9,39;72,49;38,63;30,3;10,19;-5,72;-6,94;0,49999999999999983;-0,2500000000000001
CarloV;CarloV2;2CV62;10173;2019-05-16 19:20:00;2019-05-16 19:30:00;37,17685;-3,590392;spa;spaSSIDv1;1,0;1,0;2,0;4,0;5,0;2,0;4,0;4,0;4,0;2,0;3,0;3,0;4,0;4,0;2,0;1,0;3,0;4,0;2,0;3,0;2,0;4,0;60,0;19,0;Female;SomeHighSchool;White;Student;;;Tourist;;Sounds good to me;;;30,77;76,46;61,27;89,8;83,03;81,31;68,85;64,31;63,31;69,71;59,28;81,8;75,48;73,23;66,54;62,81;62,08;65,35;54,24;73,93;70,73;69,2;62,95;58,94;57,78;21,3;0,0;29,3;19,4;13,6;10,3;9,66;1,89;0,0;2,94;2,35;2,24;1,85;1,62;1,56;0,032;0,0146;0,0874;0,0487;0,0447;0,0308;0,0218;0,0199;0,347;0,0;2,42;0,959;0,704;0,256;0,0913;0,0607;0,0459;0,0175;0,0899;0,0816;0,07;0,0457;0,0249;0,022;0,473;0,122;1,17;0,801;0,71;0,446;0,306;0,274;57,06;54,8;45,17;65,1;61,88;60,0;54,21;49,95;48,98;18,8;1,9;59,6;35,3;30,6;17,4;8,88;7,33;-1,22;-9,39;72,49;38,63;30,3;10,19;-5,72;-6,94;0,5303300858899104;-0,17677669529663692
MiradorSanNicolas;MiradorSanNicolas1;M11;10201;2019-05-17 11:58:00;2019-05-17 12:08:00;37,181075;-3,592821;spa;spaSSIDv1;1,0;1,0;3,0;3,0;5,0;1,0;1,0;3,0;5,0;1,0;3,0;1,0;4,0;3,0;3,0;4,0;4,0;3,0;4,0;3,0;4,0;3,0;68,0;68,0;Male;UniversityGraduate;White;Retired;;;Local;;;Staying;Alone;30,46;72,06;65,56;79,48;75,73;74,91;71,02;68,5;67,37;71,38;64,63;79,37;75,5;74,65;69,93;67,19;66,56;68,25;58,71;76,7;73,41;72,32;65,58;61,74;61,02;26,5;0,0;35,8;24,2;16,5;13,0;12,4;1,93;0,0;3,22;2,54;2,32;1,88;1,67;1,63;0,0369;0,0141;0,103;0,059;0,0521;0,0342;0,0249;0,0222;0,416;0,0;2,53;1,32;0,9;0,27;0,0878;0,0602;0,0749;0,0212;0,257;0,176;0,147;0,0508;0,0284;0,0266;0,455;0,213;1,39;0,797;0,675;0,414;0,288;0,266;60,62;57,69;50,07;68,92;65,69;64,18;56,99;52,81;52,06;21,7;1,69;89,6;47,0;37,5;18,6;9,72;7,68;-0,91;-3,82;60,52;42,54;34,04;13,13;0,26;-0,55;0,7071067811865476;-0,29289321881345254
MiradorSanNicolas;MiradorSanNicolas1;M110;10208;2019-05-17 13:19:00;2019-05-17 13:29:00;37,181075;-3,592821;spa;spaSSIDv1;1,0;1,0;3,0;3,0;5,0;3,0;5,0;4,0;3,0;1,0;4,0;2,0;5,0;4,0;3,0;1,0;4,0;5,0;5,0;4,0;4,0;4,0;88,0;25,0;Male;HighSchoolGraduate;White;Employed;;Operaio;Local;;;Staying;Group;30,86;78,57;67,44;89,52;84,16;82,33;75,62;71,01;70,05;77,2;64,49;89,52;84,03;81,88;71,0;67,38;66,53;70,99;55,9;83,64;77,98;75,7;64,36;58,94;58,18;23,8;0,0;40,3;21,3;15,1;11,1;10,4;1,62;0,0;2,53;1,96;1,87;1,61;1,41;1,37;0,0733;0,0192;0,606;0,263;0,172;0,043;0,0275;0,0245;0,319;0,0;2,05;0,93;0,677;0,23;0,0763;0,0554;0,0819;0,0196;0,329;0,265;0,227;0,0427;0,0226;0,021;0,613;0,243;2,15;1,31;1,13;0,478;0,341;0,32;57,76;54,67;46,39;65,01;61,49;59,73;54,99;48,91;48,22;19,7;2,18;152,0;46,0;34,8;15,8;8,2;6,82;-0,34;-14,85;69,15;38,81;29,27;5,12;-12,37;-13,55;0,6338834764831843;0,2196699141100893
MiradorSanNicolas;MiradorSanNicolas1;M110;10209;2019-05-17 13:19:00;2019-05-17 13:29:00;37,181075;-3,592821;spa;spaSSIDv1;1,0;1,0;5,0;4,0;4,0;5,0;4,0;2,0;5,0;4,0;3,0;3,0;4,0;5,0;3,0;3,0;4,0;4,0;3,0;3,0;3,0;4,0;68,0;26,0;Male;UniversityGraduate;White;Student;;;Local;;;Staying;Group;30,86;78,57;67,44;89,52;84,16;82,33;75,62;71,01;70,05;77,2;64,49;89,52;84,03;81,88;71,0;67,38;66,53;70,99;55,9;83,64;77,98;75,7;64,36;58,94;58,18;23,8;0,0;40,3;21,3;15,1;11,1;10,4;1,62;0,0;2,53;1,96;1,87;1,61;1,41;1,37;0,0733;0,0192;0,606;0,263;0,172;0,043;0,0275;0,0245;0,319;0,0;2,05;0,93;0,677;0,23;0,0763;0,0554;0,0819;0,0196;0,329;0,265;0,227;0,0427;0,0226;0,021;0,613;0,243;2,15;1,31;1,13;0,478;0,341;0,32;57,76;54,67;46,39;65,01;61,49;59,73;54,99;48,91;48,22;19,7;2,18;152,0;46,0;34,8;15,8;8,2;6,82;-0,34;-14,85;69,15;38,81;29,27;5,12;-12,37;-13,55;0,07322330470336298;0,17677669529663684
