locationid;sessionid;groupid;recordid;recordinglength;nombre_audio_empleado
RegentsParkFields;RegentsParkFields1;RF112;810;41,71;rf112
RegentsParkFields;RegentsParkFields1;RF113;811;55,88;rf113
RegentsParkFields;RegentsParkFields1;RF114;812;31,02;rf114
RegentsParkFields;RegentsParkFields1;RF115;813;20,94;rf115
RegentsParkFields;RegentsParkFields1;RF116;814;43,17;rf116
RegentsParkFields;RegentsParkFields1;RF116;815;43,17;rf116
RegentsParkFields;RegentsParkFields1;RF116;816;43,17;rf116
RegentsParkFields;RegentsParkFields1;RF117;817;49,46;rf117
RegentsParkFields;RegentsParkFields1;RF117;818;49,46;rf117
RegentsParkFields;RegentsParkFields1;RF118;819;34,81;rf118
RegentsParkFields;RegentsParkFields1;RF120;821;41,61;rf120
RegentsParkFields;RegentsParkFields1;RF120;822;41,61;rf120
RegentsParkFields;RegentsParkFields1;RF121;823;38,87;rf121
RegentsParkFields;RegentsParkFields1;RF121;824;38,87;rf121
RegentsParkFields;RegentsParkFields1;RF122;826;51,22;rf122
RegentsParkFields;RegentsParkFields1;RF122;827;51,22;rf122
RegentsParkFields;RegentsParkFields1;RF124;828;25,0;rf124
RegentsParkFields;RegentsParkFields1;RF124;829;25,0;rf124
RegentsParkFields;RegentsParkFields1;RF125;830;37,76;rf125
RegentsParkFields;RegentsParkFields1;RF125;831;37,76;rf125
RegentsParkFields;RegentsParkFields1;RF126;832;35,39;rf126
RegentsParkFields;RegentsParkFields1;RF126;833;35,39;rf126
RegentsParkFields;RegentsParkFields1;RF127;834;31,16;rf127
RegentsParkFields;RegentsParkFields1;RF127;835;31,16;rf127
RegentsParkFields;RegentsParkFields1;RF128;836;34,06;rf128
RegentsParkFields;RegentsParkFields1;RF128;837;34,06;rf128
RegentsParkFields;RegentsParkFields1;RF129;838;36,36;rf129
RegentsParkFields;RegentsParkFields1;RF129;839;36,36;rf129
RegentsParkFields;RegentsParkFields1;RF130;840;30,16;rf130
RegentsParkFields;RegentsParkFields1;RF130;841;30,16;rf130
RegentsParkFields;RegentsParkFields1;RF131;842;32,9;rf131
RegentsParkFields;RegentsParkFields1;RF132;843;33,81;rf132
RegentsParkFields;RegentsParkFields1;RF133;844;35,92;rf133
RegentsParkFields;RegentsParkFields1;RF134;845;34,53;rf134
RegentsParkFields;RegentsParkFields1;RF136;850;35,81;rf136
RegentsParkFields;RegentsParkFields1;RF137;851;21,53;rf137
RegentsParkFields;RegentsParkFields1;RF137;852;21,53;rf137
RegentsParkFields;RegentsParkFields1;RF139;853;32,51;rf139
RegentsParkFields;RegentsParkFields1;RF139;854;32,51;rf139
RegentsParkFields;RegentsParkFields1;RF139;855;32,51;rf139
RegentsParkFields;RegentsParkFields1;RF140;856;32,13;rf140
RegentsParkFields;RegentsParkFields1;RF140;857;32,13;rf140
RegentsParkFields;RegentsParkFields1;RF140;858;32,13;rf140
RegentsParkFields;RegentsParkFields1;RF141;859;35,6;rf141
RegentsParkFields;RegentsParkFields1;RF141;860;35,6;rf141
RegentsParkFields;RegentsParkFields1;RF143;864;42,21;rf143
RegentsParkFields;RegentsParkFields2;RF201;865;41,35;rf201
RegentsParkFields;RegentsParkFields2;RF201;866;41,35;rf201
RegentsParkFields;RegentsParkFields2;RF203;869;25,98;rf203
RegentsParkFields;RegentsParkFields2;RF204;870;36,57;rf204
RegentsParkFields;RegentsParkFields2;RF204;871;36,57;rf204
RegentsParkFields;RegentsParkFields2;RF205;872;41,17;rf205
RegentsParkFields;RegentsParkFields2;RF205;873;41,17;rf205
RegentsParkFields;RegentsParkFields2;RF206;874;44,33;rf206
RegentsParkFields;RegentsParkFields2;RF206;875;44,33;rf206
RegentsParkFields;RegentsParkFields2;RF207;876;31,49;rf207
RegentsParkFields;RegentsParkFields2;RF207;877;31,49;rf207
RegentsParkFields;RegentsParkFields2;RF208;878;41,91;rf208
RegentsParkFields;RegentsParkFields2;RF208;879;41,91;rf208
RegentsParkFields;RegentsParkFields2;RF209;880;31,79;rf209
RegentsParkFields;RegentsParkFields2;RF209;881;31,79;rf209
RegentsParkFields;RegentsParkFields2;RF209;882;31,79;rf209
RegentsParkFields;RegentsParkFields2;RF210;883;37,85;rf210
RegentsParkFields;RegentsParkFields2;RF210;884;37,85;rf210
RegentsParkFields;RegentsParkFields2;RF211;885;37,78;rf211
RegentsParkFields;RegentsParkFields2;RF212;886;47,88;rf212
RegentsParkFields;RegentsParkFields2;RF212;888;47,88;rf212
RegentsParkFields;RegentsParkFields2;RF213;887;36,85;rf213
RegentsParkFields;RegentsParkFields2;RF213;889;36,85;rf213
RegentsParkFields;RegentsParkFields2;RF213;890;36,85;rf213
RegentsParkFields;RegentsParkFields2;RF214;891;35,6;rf214
RegentsParkFields;RegentsParkFields2;RF215;892;42,1;rf215
RegentsParkFields;RegentsParkFields2;RF215;893;42,1;rf215
RegentsParkFields;RegentsParkFields2;RF216;894;34,69;rf216
RegentsParkFields;RegentsParkFields2;RF217;895;44,42;rf217
RegentsParkFields;RegentsParkFields2;RF217;896;44,42;rf217
RegentsParkFields;RegentsParkFields2;RF217;897;44,42;rf217
RegentsParkFields;RegentsParkFields2;RF218;898;50,9;rf218
RegentsParkFields;RegentsParkFields2;RF219;899;36,66;rf219
RegentsParkFields;RegentsParkFields2;RF220;900;59,03;rf220
RegentsParkFields;RegentsParkFields2;RF221;901;52,48;rf221
RegentsParkFields;RegentsParkFields2;RF222;903;50,09;rf222
RegentsParkFields;RegentsParkFields2;RF222 ;902;;rf222
RegentsParkFields;RegentsParkFields2;RF222 ;904;;rf222
RegentsParkFields;RegentsParkFields2;RF225;905;34,25;rf225
RegentsParkFields;RegentsParkFields2;RF227;906;47,67;rf227
RegentsParkFields;RegentsParkFields2;RF227;907;47,67;rf227
RegentsParkFields;RegentsParkFields2;RF227;908;47,67;rf227
RegentsParkJapan;RegentsParkJapan1;RP102;470;32,85;rp102
RegentsParkJapan;RegentsParkJapan1;RP102;473;32,85;rp102
RegentsParkJapan;RegentsParkJapan1;RP103;468;22,0;rp103
RegentsParkJapan;RegentsParkJapan1;RP105;467;51,11;rp105
RegentsParkJapan;RegentsParkJapan1;RP108;437;31,53;rp108
RegentsParkJapan;RegentsParkJapan1;RP108;449;31,53;rp108
RegentsParkJapan;RegentsParkJapan1;RP110;438;51,84;rp110
RegentsParkJapan;RegentsParkJapan1;RP110;439;51,84;rp110
RegentsParkJapan;RegentsParkJapan1;RP110;440;51,84;rp110
RegentsParkJapan;RegentsParkJapan1;RP110;441;51,84;rp110
RegentsParkJapan;RegentsParkJapan1;RP110;447;51,84;rp110
RegentsParkJapan;RegentsParkJapan1;RP113;423;32,68;rp113
RegentsParkJapan;RegentsParkJapan1;RP114;424;47,06;rp114
RegentsParkJapan;RegentsParkJapan1;RP116;425;53,38;rp116
RegentsParkJapan;RegentsParkJapan1;RP117;426;37,93;rp117
RegentsParkJapan;RegentsParkJapan1;RP118;446;33,49;rp118
RegentsParkJapan;RegentsParkJapan1;RP120;448;42,41;rp120
RegentsParkJapan;RegentsParkJapan1;RP121;427;31,49;rp121
RegentsParkJapan;RegentsParkJapan1;RP121;460;31,49;rp121
RegentsParkJapan;RegentsParkJapan1;RP122;450;30,55;rp122
RegentsParkJapan;RegentsParkJapan1;RP123;451;31,53;rp123
RegentsParkJapan;RegentsParkJapan1;RP124;452;28,5;rp124
RegentsParkJapan;RegentsParkJapan1;RP125;428;39,68;rp125
RegentsParkJapan;RegentsParkJapan1;RP126;461;34,22;rp126
RegentsParkJapan;RegentsParkJapan1;RP127;462;36,1;rp127
RegentsParkJapan;RegentsParkJapan1;RP128;429;24,6;rp128
RegentsParkJapan;RegentsParkJapan1;RP129;463;37,21;rp129
RegentsParkJapan;RegentsParkJapan1;RP130;465;32,38;rp130
RegentsParkJapan;RegentsParkJapan1;RP131;464;44,71;rp131
RegentsParkJapan;RegentsParkJapan1;RP132;430;42,37;rp132
RegentsParkJapan;RegentsParkJapan1;RP133;466;34,56;rp133
RegentsParkJapan;RegentsParkJapan1;RP135;431;50,01;rp135
RegentsParkJapan;RegentsParkJapan1;RP136;454;34,94;rp136
RegentsParkJapan;RegentsParkJapan1;RP136;455;34,94;rp136
RegentsParkJapan;RegentsParkJapan1;RP137;432;32,38;rp137
RegentsParkJapan;RegentsParkJapan1;RP137;456;32,38;rp137
RegentsParkJapan;RegentsParkJapan1;RP138;433;54,06;rp138
RegentsParkJapan;RegentsParkJapan1;RP138;457;54,06;rp138
RegentsParkJapan;RegentsParkJapan1;RP139;458;44,54;rp139
RegentsParkJapan;RegentsParkJapan1;RP139;459;44,54;rp139
RegentsParkJapan;RegentsParkJapan2;RP201;474;32,17;rp201
